Title,Average_Rating,Director,Number_reviews,Release_Date,Actor1,Actor2,Genre1,Genre2
The Power of Nightmares,4.11,Adam Curtis,353,2004,Gilles Kepel,Melvin Goodman,Documentary,
Sherman's March,3.89,Ross McElwee,671,1985,Ross McElwee,Dede McElwee,Documentary,
A Touch of Spice,3.45,Tasos Boulmetis,170,2003,Georges Corraface,Ieroklis Michaelidis,Drama,Comedy
The Last of the Mohicans,3.35,Maurice Tourneur,115,1920,Wallace Beery,Barbara Bedford,Adventure,Drama
The Intruder,3.78,Roger Corman,722,1962,William Shatner,Frank Maxwell,Drama,
Sanam Teri Kasam,3.21,Radhika Rao,292,2016,Harshvardhan Rane,Mawra Hocane,Drama,Romance
Life As We Know It,3.14,Greg Berlanti,6584,2010,Josh Duhamel,Katherine Heigl,Romance,Comedy
An Early Frost,3.48,John Erman,69,1985,Aidan Quinn,Gena Rowlands,Drama,TV Movie
For a Lost Soldier,3.29,Roeland Kerbosch,132,1992,Maarten Smit,Jeroen Krabbé,Drama,
New Jack City,3.36,Mario Van Peebles,3210,1991,Wesley Snipes,Ice-T,Crime,Thriller
Raja Rani,3.37,Atlee,174,2013,Arya,Nayanthara,Comedy,Romance
The Olsen Gang Sees Red,3.57,Erik Balling,51,1976,Ove Sprogøe,Morten Grunwald,Family,Crime
The Tenants,3.7,Dariush Mehrjui,24,1987,Akbar Abdi,Ezzatollah Entezami,Drama,Comedy
Run of the Arrow,3.52,Samuel Fuller,214,1957,Rod Steiger,Sara Montiel,Western,
The Worthless,3.54,Mika Kaurismäki,50,1982,Matti Pellonpää,Pirkko Hämäläinen,Drama,Crime
Ali,3.46,Michael Mann,5176,2001,Will Smith,Jamie Foxx,Drama,
Yesterday Girl,3.58,Alexander Kluge,211,1966,Alexandra Kluge,Günter Mack,Drama,
Frantz,3.77,François Ozon,1944,2016,Pierre Niney,Paula Beer,History,Romance
Chico & Rita,3.61,Fernando Trueba,1263,2010,Mario Guerra,Limara Meneses,Romance,Animation
Could One Imagine?,3.71,Ilya Frez,146,1981,Tatyana Aksyuta,Nikita Mikhajlovsky,Drama,Romance
Justice League,1.92,Zack Snyder,36896,2017,Ben Affleck,Henry Cavill,Adventure,Science Fiction
The Teacher's Diary,3.62,Nithiwat Tharathorn,202,2014,Sukrit Wisetkaew,Chermarn Boonyasak,Romance,Drama
Pilla Zamindar,3.54,Ashok G.,60,2011,Nani,Hariprriya,Drama,Comedy
Anukokunda Oka Roju,3.67,Chandra Sekhar Yeleti,153,2005,Charmy Kaur,Jagapati Babu,Mystery,Thriller
The Princess and the Warrior,3.58,Tom Tykwer,133,2000,Franka Potente,Benno Fürmann,Romance,Drama
I’m Going Home,3.65,Manoel de Oliveira,83,2001,Michel Piccoli,Catherine Deneuve,Drama,
Ye Maaya Chesave,3.47,Gautham Vasudev Menon,90,2010,Naga Chaitanya Akkineni,Samantha Ruth Prabhu,Drama,Romance
October,3.6,Shoojit Sircar,1306,2018,Varun Dhawan,Banita Sandhu,Romance,Drama
Sex and the City,2.95,Michael Patrick King,14832,2008,Sarah Jessica Parker,Kim Cattrall,Romance,Drama
Ghostbusters: Afterlife,3.06,Jason Reitman,47741,2021,Mckenna Grace,Finn Wolfhard,Comedy,Adventure
Half Baked,3.13,Tamra Davis,2745,1998,Dave Chappelle,Jim Breuer,Comedy,Crime
Shampoo,3.43,Hal Ashby,4111,1975,Warren Beatty,Julie Christie,Comedy,Drama
Martin (Hache),3.93,Adolfo Aristarain,925,1997,Federico Luppi,Juan Diego Botto,Drama,
Baseball,4.38,Ken Burns,458,1994,John Chancellor,Adam Arkin,Documentary,
"Je, Tu, Il, Elle",3.72,Chantal Akerman,5006,1974,Chantal Akerman,Niels Arestrup,Drama,Romance
The Kaiser's Lackey,3.5,Wolfgang Staudte,66,1951,Werner Peters,Paul Esser,Drama,Comedy
Autumn Almanac,3.7,Béla Tarr,251,1984,Hédi Temessy,Erika Bodnár,Drama,
The Milk of Sorrow,3.65,Claudia Llosa,766,2009,Magaly Solier,Susi Sánchez,Drama,
Brides,3.57,Pantelis Voulgaris,72,2004,Evi Saoulidou,Victoria Haralabidou,Drama,Romance
Innerspace,3.44,Joe Dante,2895,1987,Dennis Quaid,Martin Short,Science Fiction,Comedy
Fate/stay night: Heaven's Feel III. Spring Song,3.93,Tomonori Sudo,759,2020,Noriaki Sugiyama,Noriko Shitaya,Animation,Fantasy
Robot Chicken: Star Wars Episode II,3.61,Seth Green,189,2008,Seth Green,Abraham Benrubi,Animation,Comedy
Laila Majnu,3.54,Sajid Ali,498,2018,Tripti Dimri,Avinash Tiwary,Romance,Drama
The Killing of Sister George,3.44,Robert Aldrich,296,1968,Beryl Reid,Susannah York,Drama,Comedy
Rurouni Kenshin Part III: The Legend Ends,3.65,Keishi Otomo,851,2014,Takeru Satoh,Emi Takei,Drama,Fantasy
It's a Sin,4.32,Peter Hoar,5232,2021,Olly Alexander,Omari Douglas,Comedy,Drama
Soldier's Girl,3.6,Frank Pierson,269,2003,Troy Garity,Lee Pace,Romance,Drama
What's Up with Cinta?,3.72,Rudy Soedjarwo,1471,2002,Dian Sastrowardoyo,Nicholas Saputra,Drama,Romance
Jaya Jaya Jaya Jaya Hey,3.52,Vipin Das,1293,2022,Darshana Rajendran,Basil Joseph,Drama,Family
Kon-Tiki,3.71,Thor Heyerdahl,195,1950,Thor Heyerdahl,Herman Watzinger,Documentary,
Possessor,3.6,Brandon Cronenberg,36963,2020,Andrea Riseborough,Christopher Abbott,Science Fiction,Thriller
Yatra,3.18,Mahi V. Raghav,41,2019,Mammootty,Anasuya Bharadwaj,History,
The Strange Vice of Mrs Wardh,3.59,Sergio Martino,2011,1971,Edwige Fenech,George Hilton,Mystery,Thriller
Srimanthudu,3.26,Koratala Siva,108,2015,Mahesh Babu,Shruti Haasan,Action,Drama
On the Beach at Night Alone,3.76,Hong Sang-soo,6621,2017,Kim Min-hee,Jung Jae-young,Drama,
Moonfleet,3.55,Fritz Lang,331,1955,Stewart Granger,George Sanders,Adventure,History
The Front Page,3.29,Lewis Milestone,734,1931,Pat O’Brien,Adolphe Menjou,Comedy,Drama
The Jazz Singer,2.83,Alan Crosland,2351,1927,Al Jolson,May McAvoy,Music,Drama
Before the Flood,3.73,Fisher Stevens,1640,2016,Leonardo DiCaprio,Bill Clinton,Documentary,
Saand Ki Aankh,3.3,Tushar Hiranandani,75,2019,Taapsee Pannu,Bhumi Pednekar,Drama,
Pearl Jam Twenty,3.93,Cameron Crowe,413,2011,Eddie Vedder,Stone Gossard,Documentary,Music
Tracks,3.48,John Curran,1595,2013,Mia Wasikowska,Adam Driver,Drama,Adventure
Mountain Patrol,3.64,Lu Chuan,110,2004,Duobujie,Zhang Lei,Action,Drama
The Pajama Game,3.21,George Abbott,666,1957,Doris Day,John Raitt,Comedy,Romance
Ghost in the Shell: Stand Alone Complex – Solid State Society,3.74,Kenji Kamiyama,177,2006,Atsuko Tanaka,Osamu Saka,Animation,Action
New Delhi,3.53,Joshiy,45,1987,Mammootty,Sumalatha,Thriller,
The Pit and the Pendulum,3.5,Roger Corman,3171,1961,Vincent Price,John Kerr,Horror,Mystery
Vinodhaya Sitham,3.33,Samuthirakani,186,2021,Samuthirakani,Thambi Ramaiah,Drama,Comedy
Synoikia to Oneiro,3.63,Alekos Alexandrakis,24,1961,Alekos Alexandrakis,Manos Katrakis,Drama,
Two Comrades Were Serving,3.55,Yevgeni Karelov,24,1968,Oleg Yankovskiy,Rolan Bykov,Drama,Action
Zeitgeist: Moving Forward,3.4,Peter Joseph,40,2011,Robert Sapolsky,Gabor Maté,Documentary,
Okupas,4.39,Bruno Stagnaro,2318,2000,Rodrigo de la Serna,Diego Alonso,Crime,Drama
Killing Mad Dogs,3.75,Bahram Beyzai,46,2001,Mozhdeh Shamsai,Majid Mozaffari,Thriller,Drama
Get Him to the Greek,2.76,Nicholas Stoller,4353,2010,Jonah Hill,Russell Brand,Music,Adventure
The Lost One,3.51,Peter Lorre,92,1951,Peter Lorre,Karl John,Thriller,Crime
Vitus,3.46,Fredi M. Murer,68,2006,Fabrizio Borsani,Teo Gheorghiu,Music,Drama
Khuda Haafiz Chapter 2: Agni Pariksha,3.21,Faruk Kabir,114,2022,Vidyut Jammwal,Shivaleeka Oberoi,Action,Romance
13 Going on 30,3.55,Gary Winick,75439,2004,Jennifer Garner,Mark Ruffalo,Comedy,Romance
The Shame,3.79,Ali Abdel-Khalek,94,1982,Nour El-Sherif,Mahmoud Abdel Aziz,Drama,
Beau Geste,3.61,William A. Wellman,227,1939,Gary Cooper,Ray Milland,Adventure,Drama
17 Again,2.75,Burr Steers,17211,2009,Zac Efron,Leslie Mann,Comedy,Fantasy
Silver Lode,3.64,Allan Dwan,359,1954,John Payne,Lizabeth Scott,Western,
Ethel & Ernest,3.83,Roger Mainwood,883,2016,Jim Broadbent,Brenda Blethyn,Drama,Animation
Brothers,3.69,Susanne Bier,135,2004,Connie Nielsen,Ulrich Thomsen,Drama,War
Graveyard of Honor,3.69,Kinji Fukasaku,495,1975,Tetsuya Watari,Tatsuo Umemiya,Action,Crime
The Ghazi Attack,3.31,Sankalp Reddy,113,2017,Kay Kay Menon,Rana Daggubati,War,History
Death of a Salesman,3.49,László Benedek,96,1951,Fredric March,Mildred Dunnock,Drama,
Quiet Flows the Don,3.52,Sergei Gerasimov,30,1957,Danylo Ilchenko,Anastasiya Filippova,Drama,History
The Great Ziegfeld,2.97,Robert Z. Leonard,1328,1936,William Powell,Myrna Loy,Drama,Music
The Fiancés,3.91,Ermanno Olmi,410,1963,Anna Canzi,Carlo Cabrini,Drama,
The Hound of the Baskervilles,3.55,Brian Mills,124,1988,Jeremy Brett,Edward Hardwicke,Comedy,Mystery
I'm No Angel,3.4,Wesley Ruggles,1312,1933,Mae West,Cary Grant,Comedy,Romance
Full Spead Ahead,3.51,Ismael Rodríguez,136,1951,Pedro Infante,Luis Aguilar,Music,Comedy
The Last Castle,3.27,Rod Lurie,1566,2001,Robert Redford,James Gandolfini,Thriller,Drama
In the City of Sylvia,3.77,José Luis Guerín,415,2007,Pilar López de Ayala,Xavier Lafitte,Romance,Drama
Last Orders,3.37,Fred Schepisi,220,2001,Michael Caine,Tom Courtenay,Comedy,Drama
The Son of the Sheik,3.17,George Fitzmaurice,169,1926,Rudolph Valentino,Vilma Banky,Adventure,Romance
Awe!,3.35,Prasanth Varma,212,2018,Kajal Agarwal,Eesha Rebba,Romance,Action
Gigantic,3.76,Sebastian Schipper,295,1999,Frank Giering,Florian Lukas,Comedy,Drama
The Eighth Day,3.63,Jaco Van Dormael,156,1996,Daniel Auteuil,Pascal Duquenne,Drama,
Dhaka Attack,3.17,Dipankar Dipon,2,2017,Arifin Shuvo,Mahiya Mahi,Adventure,Thriller
La torre de los siete jorobados,3.48,Edgar Neville,168,1944,Antonio Casal,Isabel de Pomés,Comedy,Fantasy
Hollywood Shuffle,3.61,Robert Townsend,2198,1987,Robert Townsend,Craigus R. Johnson,Comedy,
"Bang, Boom, Bang",3.66,Peter Thorwarth,292,1999,Oliver Korittke,Markus Knüfken,Crime,Comedy
His Highness Abdullah,3.47,Sibi Malayil,21,1990,Mohanlal,Nedumudi Venu,Drama,Music
Riot in Cell Block 11,3.58,Don Siegel,748,1954,Neville Brand,Emile Meyer,Crime,Drama
Santa Claus Is a Stinker,3.48,Jean-Marie Poiré,1500,1982,Gérard Jugnot,Thierry Lhermitte,Comedy,
It Can't Be!,3.51,Leonid Gaidai,30,1975,Mikhail Pugovkin,Nina Grebeshkova,Comedy,
The Autopsy of Jane Doe,3.2,André Øvredal,23896,2016,Emile Hirsch,Brian Cox,Horror,Mystery
Lucifer,3.34,Prithviraj Sukumaran,342,2019,Mohanlal,Vivek Oberoi,Action,Thriller
Open Hearts,3.66,Susanne Bier,479,2002,Sonja Richter,Nikolaj Lie Kaas,Romance,Drama
Escape Plan,2.84,Mikael Håfström,5021,2013,Sylvester Stallone,Arnold Schwarzenegger,Action,Thriller
Brain Damage,3.52,Frank Henenlotter,7898,1988,Rick Hearst,Jennifer Lowry,Comedy,Horror
FernGully: The Last Rainforest,3.19,Bill Kroyer,2904,1992,Samantha Mathis,Jonathan Ward,Animation,Family
Saladin the Victorious,3.52,Youssef Chahine,200,1963,Ahmed Mazhar,Nadia Lotfi,Drama,War
Helen,3.45,Mathukutty Xavier,198,2019,Anna Ben,Lal,Family,Thriller
The Devil's Double,3.18,Lee Tamahori,557,2011,Dominic Cooper,Ludivine Sagnier,Crime,Thriller
The Distinguished Citizen,3.7,Gastón Duprat,1230,2016,Oscar Martínez,Dady Brieva,Comedy,Drama
Sonic the Hedgehog,2.85,Jeff Fowler,53271,2020,Ben Schwartz,James Marsden,Science Fiction,Action
Redes,3.57,Fred Zinnemann,570,1936,Silvio Hernández,Antonio Lara,Drama,
The Adventures of Mowgli,3.62,Roman Davydov,44,1973,Stepan Bubnov,Lyudmila Kasatkina,Animation,Family
S.W.A.T.,2.67,Clark Johnson,2091,2003,Samuel L. Jackson,Colin Farrell,Action,Crime
A Christmas Carol,3.47,Edwin L. Marin,1649,1938,Reginald Owen,Gene Lockhart,Drama,Fantasy
"Josee, the Tiger and the Fish",3.67,Kotaro Tamura,2910,2020,Taishi Nakagawa,Kaya Kiyohara,Animation,Drama
Pada,3.63,Kamal K.M.,653,2022,Kunchacko Boban,Vinayakan,Thriller,Crime
Enemy Mine,3.34,Wolfgang Petersen,1332,1985,Dennis Quaid,Louis Gossett Jr.,Drama,Science Fiction
Hichki,3.47,Siddharth P. Malhotra,319,2018,Rani Mukerji,Neeraj Kabi,Drama,Comedy
Birds of Passage,3.91,Ciro Guerra,3044,2018,José Acosta,Carmiña Martínez,Drama,Crime
Scaramouche,3.66,George Sidney,259,1952,Stewart Granger,Eleanor Parker,Adventure,Romance
Heartland,3.48,Richard Pearce,57,1979,Rip Torn,Conchata Ferrell,Drama,Romance
Trapped,3.51,Vikramaditya Motwane,522,2016,Rajkummar Rao,Geetanjali Thapa,Thriller,Drama
Mannar Mathai Speaking,3.47,Mani C Kappan,10,1995,Mukesh,Saikumar,Comedy,Drama
The Wedding,3.5,Andrzej Wajda,148,1973,Marek Walczewski,Izabela Olszewska,Drama,
Artists and Models,3.49,Frank Tashlin,739,1955,Dean Martin,Jerry Lewis,Comedy,
The Sum of All Fears,2.96,Phil Alden Robinson,2873,2002,Ben Affleck,Morgan Freeman,Thriller,Action
Adventures in Babysitting,3.41,Chris Columbus,4409,1987,Elisabeth Shue,Maia Brewton,Comedy,
Never Cry Wolf,3.74,Carroll Ballard,344,1983,Charles Martin Smith,Zachary Ittimangnaq,Action,Adventure
Balloon,3.58,Michael Herbig,887,2018,Karoline Schuch,Friedrich Mücke,Drama,History
Under the Tuscan Sun,3.28,Audrey Wells,7850,2003,Diane Lane,Sandra Oh,Romance,Comedy
Garfield's Halloween Adventure,3.68,Phil Roman,1472,1985,Lorenzo Music,Thom Huge,Family,Animation
Spun,3.36,Jonas Åkerlund,3337,2002,Jason Schwartzman,Mickey Rourke,Crime,Drama
Conspiracy Theory,3.12,Richard Donner,1647,1997,Mel Gibson,Julia Roberts,Mystery,Thriller
Nannaku Prematho...,3.25,Sukumar,85,2016,N.T. Rama Rao Jr.,Rakul Preet Singh,Action,
November,3.76,Achero Mañas,237,2003,Óscar Jaenada,Ingrid Rubio,Drama,Thriller
Zu: Warriors from the Magic Mountain,3.64,Tsui Hark,1066,1983,Yuen Biao,Sammo Hung,Fantasy,Action
Mother of Mine,3.54,Klaus Härö,51,2005,Topi Majaniemi,Marjaana Maijala,War,Drama
Irumbu Thirai,3.32,P. S. Mithran,105,2018,Arjun Sarja,Vishal Krishna,Action,Thriller
Winter on Fire: Ukraine's Fight for Freedom,3.94,Evgeny Afineevsky,1483,2015,Cissy Jones,Bishop Agapit,Documentary,
Shoes,3.62,Lois Weber,759,1916,Mary MacLaren,Harry Griffith,Drama,
Into the Woods,2.67,Rob Marshall,15546,2014,Meryl Streep,Emily Blunt,Fantasy,Comedy
Calendar,3.59,Atom Egoyan,515,1993,Arsinée Khanjian,Ashot Adamyan,Comedy,Drama
The Guide,3.36,Oles Sanin,36,2014,Anton Sviatoslav Greene,Stanislav Boklan,History,Drama
Pannaiyarum Padminiyum,3.55,S. U. Arunkumar,157,2014,Jayaprakash,Tulasi,Family,Comedy
Throw Down,3.82,Johnnie To,3012,2004,Louis Koo,Aaron Kwok,Drama,Action
BASEketball,3.15,David Zucker,5611,1998,Trey Parker,Matt Stone,Comedy,
Thalavattam,3.52,Priyadarshan,10,1986,Mohanlal,Lissy,Comedy,Romance
A Garfield Christmas Special,3.65,Phil Roman,1987,1987,Lorenzo Music,Thom Huge,Family,Animation
Sometimes in April,3.79,Raoul Peck,224,2005,Idris Elba,Carole Karemera,Drama,War
Gumnaami,3.3,Srijit Mukherji,42,2019,Prosenjit Chatterjee,Anirban Bhattacharya,Drama,Action
Bad Company,3.6,Robert Benton,437,1972,Jeff Bridges,Barry Brown,Drama,Western
Nandha,3.42,Bala,52,2001,Suriya,Laila,Romance,Drama
Rahasya,3.36,Manish Gupta,74,2015,Kay Kay Menon,Ashish Vidhyarthi,Thriller,Mystery
Melody,3.74,Waris Hussein,320,1971,Mark Lester,Tracy Hyde,Comedy,Drama
The Vulture,3.66,Ferenc András,58,1982,György Cserhalmi,Hédi Temessy,Drama,Thriller
Sailor Moon R: The Movie,3.69,Kunihiko Ikuhara,1085,1993,Kotono Mitsuishi,Toru Furuya,Romance,Animation
Time Regained,3.66,Raúl Ruiz,242,1999,Catherine Deneuve,Emmanuelle Béart,Drama,
Tigers Are Not Afraid,3.63,Issa López,5231,2017,Paola Lara,Juan Ramón López,Thriller,Horror
Christmas in Connecticut,3.54,Peter Godfrey,4703,1945,Barbara Stanwyck,Dennis Morgan,Comedy,Romance
Jailhouse Rock,3.18,Richard Thorpe,1877,1957,Elvis Presley,Judy Tyler,Music,Drama
Berserk: The Golden Age Arc I - The Egg of the King,3.48,Toshiyuki Kubooka,2026,2012,Hiroaki Iwanaga,Takahiro Sakurai,Animation,Action
Zigeunerweisen,3.73,Seijun Suzuki,712,1980,Toshiya Fujita,Naoko Ohtani,Drama,Mystery
Faust,3.6,Aleksandr Sokurov,334,2011,Johannes Zeiler,Anton Adasinsky,Fantasy,Drama
Rakht Charitra,3.44,Ram Gopal Varma,88,2010,Vivek Oberoi,Shatrughan Sinha,Crime,Drama
Samson and Delilah,3.58,Warwick Thornton,432,2009,Rowan McNamara,Marissa Gibson,Drama,Romance
Haathi Mere Saathi,3,Prabhu Solomon,38,2021,Rana Daggubati,Vishnu Vishal,Drama,
Family Diary,3.81,Valerio Zurlini,149,1962,Marcello Mastroianni,Jacques Perrin,Drama,
The Last Days of Disco,3.78,Whit Stillman,6697,1998,Chloë Sevigny,Kate Beckinsale,Romance,Comedy
Aftershock,3.53,Feng Xiaogang,243,2010,Xu Fan,Zhang Jingchu,Drama,
Antaheen,3.61,Aniruddha Roy Chowdhury,64,2008,Rahul Bose,Radhika Apte,Romance,Drama
Just a Question of Love,3.44,Christian Faure,100,2000,Cyrille Thouvenin,Stéphan Guérin-Tillié,Romance,Drama
Oscar,3.67,Édouard Molinaro,198,1967,Louis de Funès,Claude Rich,Comedy,
The Crimson Permanent Assurance,3.83,Terry Gilliam,353,1983,Sydney Arnold,Guy Bertrand,Adventure,Fantasy
The Devil All the Time,3.29,Antonio Campos,53024,2020,Tom Holland,Bill Skarsgård,Drama,Crime
Little Forest: Summer/Autumn,3.94,Junichi Mori,1035,2014,Ai Hashimoto,Takahiro Miura,Drama,
Mufti,3.27,Narthan,89,2017,Shivaraj Kumar,Sriimurali,Action,Thriller
My Friends Act II,3.68,Mario Monicelli,92,1982,Ugo Tognazzi,Adolfo Celi,Comedy,
Vantage Point,2.86,Pete Travis,1628,2008,Dennis Quaid,Matthew Fox,Action,Thriller
Maachis,3.55,Gulzar,49,1996,Om Puri,Tabu,Crime,Thriller
All the Mornings of the World,3.79,Alain Corneau,407,1991,Jean-Pierre Marielle,Gérard Depardieu,Drama,History
The Fortune Cookie,3.59,Billy Wilder,1322,1966,Jack Lemmon,Walter Matthau,Comedy,
Night of the Creeps,3.51,Fred Dekker,6232,1986,Jason Lively,Steve Marshall,Science Fiction,Horror
We're the Bus People,3.84,Hussein Kamal,101,1979,Adel Emam,Abdel Moneim Madbouly,Drama,
Hornblower: Duty,3.53,Andrew Grieve,63,2003,Ioan Gruffudd,Robert Lindsay,TV Movie,History
Ecstasy,3.46,Gustav Machatý,344,1933,Hedy Lamarr,Aribert Mog,Drama,Romance
Romancham,3.44,Jithu Madhavan,2008,2023,Soubin Shahir,Sajin Gopu,Comedy,Horror
Clouds,3.43,Justin Baldoni,5035,2020,Fin Argus,Sabrina Carpenter,Drama,Music
A Twelve-Year Night,3.78,Álvaro Brechner,880,2018,Antonio de la Torre,Chino Darín,Drama,Crime
The Soloist,3.08,Joe Wright,946,2009,Robert Downey Jr.,Jamie Foxx,Music,Drama
My Life in Pink,3.71,Alain Berliner,672,1997,Georges Du Fresne,Michèle Laroque,Comedy,Drama
Millions,3.2,Danny Boyle,1693,2004,Alex Etel,Lewis McGibbon,Family,Comedy
61*,3.54,Billy Crystal,563,2001,Barry Pepper,Thomas Jane,History,TV Movie
The Cannonball Run,3.02,Hal Needham,1631,1981,Burt Reynolds,Roger Moore,Comedy,Action
Manorama Six Feet Under,3.51,Navdeep Singh,202,2007,Abhay Deol,Gul Panag,Crime,Thriller
Arth,3.61,Mahesh Bhatt,49,1982,Shabana Azmi,Kulbhushan Kharbanda,Drama,Romance
Encounter of the Spooky Kind,3.65,Sammo Hung,1583,1980,Sammo Hung,Paul Chung Fat,Comedy,Action
Louisiana Story,3.23,Robert Flaherty,261,1948,Joseph Boudreaux,Lionel Le Blanc,Drama,Adventure
Lady Chatterley,3.5,Pascale Ferran,115,2006,Marina Hands,Jean-Louis Coulloc'h,Drama,Romance
The Man of the Capuchin Boulevard,3.53,Alla Surikova,81,1987,Andrey Mironov,Aleksandra Yakovleva-Aasmyae,Romance,Music
On the Occasion of Remembering the Turning Gate,3.89,Hong Sang-soo,454,2002,Kim Sang-kyung,Chu Sang-mi,Drama,
The Three-Sided Mirror,3.5,Jean Epstein,161,1927,Jeanne Helbling,Suzy Pierson,Drama,Romance
The Music Man,3.34,Dariush Mehrjui,34,2007,Golshifteh Farahani,Masoud Rayegan,Music,Drama
Religulous,3.24,Larry Charles,966,2008,Bill Maher,Jose Luis De Jesus Miranda,Comedy,Documentary
Black Angel,3.37,Roy William Neill,439,1946,Dan Duryea,June Vincent,Thriller,Crime
Ala Modalaindi,3.46,B. V. Nandini Reddy,80,2011,Nani,Nithya Menen,Romance,Drama
South Pacific,3.09,Joshua Logan,687,1958,Rossano Brazzi,Mitzi Gaynor,Music,War
Annamalai,3.54,Suresh Krishna,139,1992,Rajinikanth,Khushboo,Romance,Drama
Life Feels Good,3.67,Maciej Pieprzyca,78,2013,Dawid Ogrodnik,Arkadiusz Jakubik,Drama,
"Come Back, Little Sheba",3.56,Daniel Mann,438,1952,Burt Lancaster,Shirley Booth,Romance,Drama
Long-Haired Hare,4.06,Chuck Jones,451,1949,Mel Blanc,Nicolai Shutorev,Comedy,Animation
Engeyum Eppodhum,3.48,M. Saravanan,30,2011,Jai Sampath,Anjali,Drama,
Midhunam,3.43,Priyadarshan,15,1993,Mohanlal,Urvashi,Drama,
Godavari,3.63,Sekhar Kammula,121,2006,Sumanth,Kamalinee Mukherjee,Drama,Romance
Night of the Comet,3.28,Thom Eberhardt,5856,1984,Catherine Mary Stewart,Robert Beltran,Comedy,Science Fiction
Flesh + Blood,3.43,Paul Verhoeven,2819,1985,Rutger Hauer,Jennifer Jason Leigh,Drama,Adventure
1883,4.13,Taylor Sheridan,1095,2021,Sam Elliott,Tim McGraw,Western,Drama
Not Me,4.09,Anucha Boonyawatana,687,2021,Atthaphan Phunsawat,Jumpol Adulkittiporn,Crime,Mystery
Excuse My French,3.47,Amr Salama,147,2014,Ahmad Dash,Moaz Nabil,Comedy,Drama
Secret,3.45,Jay Chou,463,2007,Jay Chou,Gwei Lun-mei,Drama,Thriller
Yoyo,3.97,Pierre Étaix,396,1965,Pierre Étaix,Claudine Auger,Comedy,
Company Limited,3.63,Satyajit Ray,109,1971,Barun Chanda,Paromita Chowdhury,Drama,
Crazy Stone,3.62,Ning Hao,102,2006,Guo Tao,Liu Hua,Action,Comedy
Serial Experiments Lain,4.4,Yuichi Tanaka,7307,1998,Kaori Shimizu,Yoko Asada,Animation,Mystery
Ecce Bombo,3.59,Nanni Moretti,440,1978,Nanni Moretti,Luisa Rossi,Comedy,Drama
Dr. Jekyll and Mr. Hyde,3.27,Victor Fleming,692,1941,Spencer Tracy,Ingrid Bergman,Drama,Science Fiction
Christopher's Christmas Mission,3.71,Per Åhlin,388,1975,Tage Danielsson,Per Andrén,TV Movie,Animation
Ghost Town,2.97,David Koepp,1926,2008,Ricky Gervais,Greg Kinnear,Comedy,Drama
Bal-Can-Can,3.52,Darko Mitrevski,43,2005,Vlado Jovanovski,Adolfo Margiotta,Crime,War
Anonymous,2.97,Roland Emmerich,723,2011,Jamie Campbell Bower,Rhys Ifans,Thriller,History
Our Vines Have Tender Grapes,3.5,Roy Rowland,135,1945,Edward G. Robinson,Margaret O'Brien,Drama,Family
Mayaanadhi,3.61,Aashiq Abu,427,2017,Tovino Thomas,Aishwarya Lekshmi,Romance,Drama
Eagle vs Shark,3.37,Taika Waititi,5833,2007,Loren Taylor,Jemaine Clement,Comedy,Romance
Leak,3.34,Jean van de Velde,12,2000,Cas Jansen,Ricky Koole,Thriller,Crime
Suzume,3.84,Makoto Shinkai,43335,2022,Nanoka Hara,Hokuto Matsumura,Animation,Fantasy
Let the Women Wait!,3.65,Stavros Tsiolis,157,1998,Yannis Zouganelis,Sakis Boulas,Comedy,
Anguish,3.65,Bigas Luna,1834,1987,Zelda Rubinstein,Michael Lerner,Horror,Thriller
8MM,3.16,Joel Schumacher,5796,1999,Nicolas Cage,Joaquin Phoenix,Crime,Mystery
Madame Satã,3.78,Karim Aïnouz,1090,2002,Lázaro Ramos,Marcélia Cartaxo,History,Drama
